,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
KIR,432.7582263,327.4474858,267.4584414,4166.729837,5940.267994,283.4651945,350.0988819,784.3864956,5172.41471,185.2647125,192.2706279,6971.972165,329.3734854,843.7674082,296.8288712,215.2886766,163.8994678,1077.195943,8.859924705,47.47410529,83.32952126,68.1424709,376.0361643,216.5116986,108.8118365,644.0507094,110.7854045,63.30972006,54.94637466,18.34946758,18.9409098,30.55678546,45.20040995,53.7990923,340.9631542,842.6230434,248.7195765
KNA,260,690,2780,10,135,110,105,60,60,400,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,11535,33880,3475,11230,6415,9090,9400,7895,11970,17075,NA,NA,NA,39415,355,355,10,20,NA,163235,115300,310,165,55,35,140,970,10,85,570,210,10,535,8155,35,90,25
KWT,13146.40477,9749.370546,26145.9526,11073.95407,37152.52997,8242.056401,6799.778479,2669.551483,1746.137073,1929.432714,2773.763359,5684.986901,4399.254421,6490.15085,537.1191638,427.3168101,454.727388,1017.245672,187.3442581,186.0778327,222.5084764,272.7036976,327.8064937,367.7469047,312.9297938,346.4576231,391.3921512,448.4878012,492.3375208,344.2196772,424.1229055,444.3191105,683.7937452,809.3473869,612.6844156,480.8825964,451.2149715
LAO,NA,NA,12614.06541,32427.36343,73976.78738,96658.17694,159188.6909,168100.0362,196172.506,176896.8208,137592.8356,93569.48442,92180.78223,84623.21923,159140.0435,110483.2089,85389.49847,213874.1687,184819.2747,107686.5242,68204.24707,46997.54736,80595.33595,99060.31071,72257.81853,54243.54839,84380.21975,712.0196432,2330.046303,4801.489001,7440.54924,491,369.8495518,1283.390438,208.3486723,648.9429159,1161.947496
LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10476.64279,9863.302713,9402.410782,8925.191665,10340.58879,9373.255524,8851.300914,337,66.60001422,113.8323689,410.7861171,1111.905064,1667.365581,2409.822708,2679.502167,2765.178875,2817.091444,2882.915654,2913.36299,3429.586839,7.50364203,14.93233677,57.51360207,0.354404689
LBR,272333.2296,200410.8674,134679.5088,176691.2053,75783.43193,32824.74499,60204.56947,70770.49251,53916.49242,70919.23634,76643.16675,79473.29195,88138.30892,27960.08434,14752.11685,53406.90045,81668.72819,46591.94172,46312.99026,85992.40159,42090.37348,15792.91035,12162.25837,9940.686711,108.2094199,2577.341984,3969.676255,869.8476675,2259.751608,78738.44163,21969.10045,3111.856662,4281.751457,4958.923939,28806.75884,24490.81302,27182.80369
LBY,7850,4640,4980,12630,20965,4255,2005,1580,1035,4655,8475,18455,3665,5635,NA,NA,130,250,NA,NA,3165,19450,NA,13855,1460,5,295,40,1645,NA,NA,1600,0,1180,410,160,40
LCA,670,10195,355,65,45,160,20,20,50,150,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LKA,31160,66365,40855,66075,46990,31175,17540,13150,3900,20020,9480,3505,2790,2830,2040,790,975,885,12085,82635,1545,695,325,175,15,0,220,165,105,395,300,255,10535,15305,7840,560,5
LSO,26190.61228,24828.18078,19515.83126,20426.49476,25356.42281,16410.56872,10218.75559,7536.913657,5976.794949,7369.365365,8128.191359,7055.476951,3637.258541,3157.77099,2490.633695,3121.263974,1872.01069,2634.630269,3472.75669,1728.992021,217,321.4267806,673.4305778,348.1663513,630.4491945,658.8331256,693.3687938,275.6455681,492.2650247,3506.137922,2549.289812,2136.406599,2321.785561,784.1987958,916.9492042,982.866885,318.8761039
LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,1000,1245,1430,940,175,150,90,115,95,35,515,5,5,5,5,0,5,0,10,35,0,175,55,250,110,10
LUX,1070,1215,105,175,310,135,765,90,60,80,5,240,20,5,5,125,5,NA,NA,0,NA,NA,5,0,NA,40,0,5,0,0,30,10,0,5,0,0,20
LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,30,1240,270,50,10,15,20,15,0,0,5,NA,NA,0,10,35,0,15,0,0,5,15,0,180,0,0,0
MAR,1371637.543,624087.9169,973251.6873,213543.4587,111929.3607,183112.9777,311762.7373,84723.34287,47632.36498,39288.38651,40181.34722,72912.75606,100940.063,60792.11822,43528.26976,29656.29335,35166.24343,91238.16214,126342.3063,93716.12845,48848.87655,70469.98721,129629.9021,78848.4966,72378.22304,26536.37696,26780.76693,20184.91589,7082.035319,8112.4315,11308.52835,9887.97049,5810.130095,227,234.8661043,695.1183729,3.686438707
MCO,60,0,0,0,0,0,0,0,0,0,NA,800,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,5
MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5292.762363,4929,7694.416363,7037.494304,10170.38731,4455.348291,3359.501418,5825.465329,2905.575517,6048.738591,4250.357777,9861.723755,318.5279306,182.5799246,134.0315572,205.7472749,151.4816571,96.35759617,69.39862137,52.44379528,41.95441589,58.53232708,129.0734277,81.09498912,24.54641326,12.26066537,7.356709877
MDG,1530893.368,658504.0175,817692.2909,516695.8008,541805.6057,203792.7447,118998.9074,141627.3526,228235.5176,137511.374,79192.48957,50849.64448,64148.82797,111627.1862,108013.9728,82341.3707,119493.4557,134358.0865,269674.416,275290.8253,122916.7466,106674.2539,531081.0198,286804.8965,1125.930289,10960.17026,16498.77332,7733.547861,19068.75551,24610.90675,10474.69891,21354.67787,30211.82566,12635.57813,27168.24803,36652.51289,13106.36149
MDV,NA,858.7224109,910.6097583,2029,8594.053584,867.793625,1019.542984,722.5213407,642.1854957,536.7555455,503.8051808,482.7040611,3154.251817,35347.06004,26352.48898,114.1219127,7.707447863,145.0747587,979.696922,1221.737285,926,51711.14104,4420.420954,2049.18572,6919.066388,1695.411745,1236.521113,341.2723103,429.3610184,288.5145918,240.8015541,213.1931404,198.2655012,190.2369605,101.8812388,156.2821451,205.9210792
MEX,55680,31820,16840,25790,119130,49120,13880,19575,101905,343910,25385,2665,860,640,1220,10,0,0,0,150,15,0,220,320,30,115,0,0,0,0,15,0,0,22560,0,0,0
MHL,2.327859275,7.543241286,16.33021264,27.83398697,41.56082566,57.03151668,69.08213124,82.99261234,94.29368442,103.0180562,106.8425785,108.2061853,124.0044505,133.8801482,144.5352865,151.7601346,164.3588413,160.8506264,157.7214454,157.8327321,166.7154112,165.769736,1127,160.8924348,159.0282692,156.3142322,152.6602158,149.4786222,148.042774,143.6775857,139.5953215,139.8643916,146.5209152,146.8130017,146.998983,147.2454917,146.6326819
MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15832.51477,38948.52937,23821.15453,18423.70854,61129.51045,34142.36459,23910.38222,12058.95317,7820.123587,5639.218631,4265.821893,3429.623111,2746.10694,2232.49838,1853.622278,1554.786621,1645.998907,1437.633961,3145.083772,29945.83389,10946.08112,6617.134124,6810.220821,1668.122487,658.03379,457.912421
MLI,451634.101,925412.5831,471357.0357,263639.8992,354796.0771,257521.4275,237928.3568,239424.0535,199621.197,111685.0264,817803.6522,425525.8366,554099.3535,227367.1994,186657.1029,592717.7015,236047.0093,532489.4177,199559.135,126235.3348,219713.0953,1429.423369,15192.13316,25347.80255,3876.132619,15640.73139,22736.97245,8023.740237,105406.986,109171.2322,69173.26636,23067.58698,30870.42785,45948.74513,48626.28866,44863.6477,52699.17005
MLT,605,7650,3100,290,875,9220,230,85,85,30,40,215,15,40,135,80,25,15,5,10,10,35,20,20,30,5,10,5,5,0,15,0,0,0,10,0,0
MMR,1230766.061,2091476.165,1516227.184,1328607.156,1313164.301,455679.9421,468894.9105,380892.8601,331242.7987,349969.3579,358992.3604,190335.7815,219915.2957,167515.3932,116341.6859,138069.9571,100280.8717,120129.2415,83898.58242,79794.76922,200902.1239,101339.5765,74681.42585,103211.67,52240.21613,68693.58226,91522.50094,30076.11071,30395.18367,22747.90967,194254.3626,174566.8472,78744.36022,48743.0046,16172.0495,10769.4279,65655.78001
MNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25,25,0,0,0,NA,0,0
MNG,37975.69937,51587.61503,60176.99203,57847.92074,58161.98017,61562.12962,36466.93161,25765.2119,18420.2414,14027.79306,12339.2626,11009.28292,10063.64134,9672.761449,7519.664144,7082.164328,3791.234055,3857.029124,3905.686016,4132.83184,10677,3109.543455,3014.626361,2937.513925,2881.046059,2854.924785,2831.264478,1951.433061,2042.299754,2144.194857,2188.868232,2226.279196,28.54120694,137,20359,30273,9
MOZ,469382.6454,312537.2008,307027.3949,327518.5127,436621.3964,422081.3886,335200.4225,317971.1707,640613.6816,474874.471,166637.8434,102055.5876,152007.7131,253683.411,129108.3349,242963.1716,409448.1735,411166.2429,147421.0395,193397.2373,188742.2792,189734.2534,239123.268,246468.4166,330862.3425,4527.835317,15527.65814,17769.63897,5730.232729,60771.92883,33191.58337,8095.357832,12301.37343,16255.1789,17651.17016,50868.84065,9524.177486
MRT,84034.71783,50959.80771,132598.8289,83502.9053,118084.8629,44364.33967,23027.0277,10126.41741,38528.90262,17434.4235,34076.31958,37483.549,42857.46406,24147.37253,8909.160839,4161.836846,5285.010479,10134.36727,40748.33601,18682.013,13720.6447,9261.461916,26405.85607,37178.52703,194.9444015,1619.96577,2569.227056,3247.47167,5100.397714,10152.05297,6929.709228,1595.152823,2478.398659,3246.205052,86.48279949,1490.864063,2650.806253
MUS,394.1303583,872.8066264,1308.309331,1779.042849,2147.280119,2480.689854,2853.490076,3171.507981,3371.93889,3626.797761,3659.807804,3750.980037,3829.720678,3882.334085,3864.062556,4304.863635,4281.605912,4292.350117,4381.444064,4398.020571,4318.635394,4333.447141,4044.683289,3761.667451,3533.401068,3318.819513,3132.299061,2955.016955,2795.150724,2645.38675,2508.737586,2382.587603,2182.764624,2146.290243,2053.427592,1974.833121,1902.931996
MWI,84610,126654.98,246455.7744,234022.201,279588.5948,267303.4712,255223.1731,217640.5814,211193.8797,179322.355,126378.7801,116408.2276,96049.31749,86153.96979,77428.48875,74390.58503,74917.33994,69967.23789,2055.68817,10865.25487,21314.99659,37118.06352,47886.41208,55842.38601,60976.59051,12829.74072,24222.67336,33815.39577,7901.219073,118712,49863.30378,55888.17557,60908.14026,18259.7717,29588.03135,44145.15335,15578.49067
MYS,28450,46340,46565,40735,25815,23495,27145,11520,5135,2815,1375,1815,2710,1730,3270,2300,3135,2415,12880,30935,10990,2040,3160,28645,7035,2820,1970,1670,765,365,7845,9340,975,22745,6590,7845,8545
NAM,NA,NA,NA,NA,NA,NA,NA,2213.151471,4901,6629.187125,7186.29841,13658.55802,14308.36152,13271.23381,14608.49919,20708.06407,27615.87575,171.6046935,82.72157555,296.4173864,200.4803799,4076,3138,281.7256997,567.1476489,1034.360457,1540.228476,2048.198103,5093.912228,3759.232613,4346.32524,4864.360303,103.4898702,291.0063644,166.9815494,6.601932438,96.21721715
NER,324623.8656,298972.8793,229892.5312,319747.5926,509630.906,163616.5726,119696.7581,131360.6836,173696.4899,159965.3627,827714.6541,264870.0461,275555.9075,365627.9559,523260.8831,520652.5579,264346.6493,126490.4983,270509.0078,181769.6945,477702.821,261079.3353,407175.3768,473038.3539,8840.632412,17794.73131,24406.69215,30424.68483,6202.005443,15991.80128,7775.505171,17051.20814,1224,12547.72129,56245.84186,776,14310.9825
NGA,3156650.543,3080231.372,3014794.799,4087481.094,3567331.779,2565885.184,4531783.72,4326895.644,1102909.654,2708679.081,2492401.141,5101850.734,3151129.187,2363000.565,1083093.973,1957736.323,831950.4999,3471602.284,4894426.772,4690579.062,3712619.497,2564716.087,3112247.001,2047451.691,2450951.469,340766.1708,248114.358,629501.95,99463.62058,500128.3109,542575.0238,212163.763,1202707.126,325494.817,415010.0875,516518.7304,228661.8288
NIC,1120,1130,560,765,4780,12750,3960,1570,0,0,0,11660,1695,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0
NIU,2,0.915618877,1.19225666,1.560545303,21,7,2.299086308,2.372930663,2.420502331,2.455518408,121,2.592642547,2.597957492,2.607527196,3.152499677,3.175688193,3.212743416,0.011591876,0.012691135,0.013812221,0.014961753,0.016706475,0.02104566,0.022467637,0.026047183,0.027739058,0.029696231,0.03153924,0.033466859,0.035439345,0.037458122,0.038444656,0.039441902,0.040449745,0.041468114,0.042496854,0.043535796
NLD,385,475,2400,410,120,450,1135,7595,620,80,295,2360,2340,1510,920,285,105,45,11840,5095,NA,15,20,55,20,5,50,545,75,75,255,50,13160,720,35,30,80
NOR,22930,54870,30905,8875,6560,6095,2815,665,65,475,85,365,35,30,90,115,55,NA,NA,0,20,25,40,35,0,0,NA,20,10,15,195,20,40,15,70,0,5
NPL,1473.79091,6519.470235,8920.499615,13524.0532,10957.68969,7390.755295,6365.200012,5420.955249,4904.683496,4669.311398,4324.036134,4255.059766,4037.5485,7794.858214,26364.8496,44163.28135,78839.88762,48127.82717,51211.76137,59861.66558,68853.2366,50402.67939,81811.41197,78900.69357,26602.85351,13188.55398,11877.76937,13664.26396,3769.312041,3670.611799,9039.381083,17703.94627,1861,973.5783837,3377.90417,1269,273.719164
NRU,11.47504755,21.56687202,35.16925445,50.2984874,66.16526261,81.91814183,99.41315116,116.4012694,131.9729005,300,194.6452976,203.4380946,214.7698869,225.513391,235.0924752,245.4835244,221.2175578,0.727430738,2.916696439,9.93829126,9.857015091,16.16180267,22.0418854,23.46855355,24.44232871,23.51470806,22.62569624,21.7850165,21.07551062,20.31738466,19.53560018,19.3649663,18.9005161,18.46007469,18.01538303,17.59318267,17.23761658
NZL,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,46195,NA,345,165,NA,NA,10205,820,530,325,325,105,330,165,100,100,125,NA,990,215,2985,340,40,1595,50,515,75
OMN,203395,83225,45755,48260,20805,10005,19020,30260,21275,6310,1100,9170,15540,905,340,230,60,25,45,75,75,25,5,90,125,65,120,90,95,15,25,65,0,4525,0,555,45
PAK,4071458.015,2182400.947,2129900.109,1791383.611,3366635.217,5466313.047,5833687.539,5609998.606,1166629.716,2726352.081,767782.9094,602745.624,486100.623,413324.7158,426355.4844,380231.9365,413557.2361,453892.3344,507129.5851,450208.9306,566614.7618,598789.3582,682302.6538,651295.2816,521851.8839,886899.098,561280.5541,179746.7122,81941.62518,361708.189,458480.069,706008.1223,1029782.919,91108.93144,9870.002994,147476.2885,91609.64807
PAN,21660,20070,2975,1790,21475,20995,9425,1890,1505,9455,12150,4225,450,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1080,0,0,0
PER,50355,63540,38095,65195,46965,30495,31200,28925,5725,3685,5070,113025,8650,3350,1765,525,475,50,60,5,0,0,0,0,0,0,0,5,0,0,0,0,0,2010,20,0,0
PHL,228811.0945,565375.3299,937157.932,1591410.76,1661984.331,1624998.191,1915661.312,1841863.537,1772717.881,1385770.948,1072478.74,1051812.93,715437.3024,531940.2631,445803.7905,479182.5293,434213.6355,357772.1395,4413.607097,19682.69468,46368.09127,83489.09339,135744.112,147282.1155,56368.3255,70532.2634,84087.08912,42862.54952,50168.92456,80356.17315,112526.3313,51995.47499,64189.65713,230733.8504,75070.63749,88685.34285,99528.39249
PLW,118.8274277,157.1011914,175.2789766,177.911329,178.5904706,67.27897735,47.26364015,38.92893139,44.25132543,38.49275119,36.10083854,38.884807,2052.898347,113.1222844,63.18379178,48.43106466,60.18755444,86.84206074,49.66684299,42.70245116,74.89301842,44.67173471,58.47238635,38.24982339,30.41162047,25.87403618,26.06131354,25.38654483,55.33383054,119.3134334,64.79443482,30.30957558,26.13599617,23.49986975,22.18026849,21.20845627,20.59035438
PNG,233270.2752,173027.0014,136245.338,133521.9837,80472.17984,87462.58165,138452.6761,90132.04192,133098.0213,62593.05499,38823.51986,92764.97199,110852.6796,92895.68444,55855.82229,39924.14013,21505.52532,11798.692,93723.06671,95604.65649,58374.65153,83139.98762,55197.48317,27361.54764,16308.35842,3447.568421,6084.813702,7380.090653,8084.99586,4899.268876,6538.455073,6962.715294,2722.287304,64439.18739,19042.04245,4558.335798,6987.865171
POL,176415,38100,56355,272015,178400,34030,6430,5025,36125,282355,12095,18475,7050,4320,3760,3195,1690,11275,495,385,665,170,240,55,65,600,200,NA,575,65,NA,0,420,540,NA,NA,315
PRK,390.8389845,1150.999849,2314.412538,3865.614267,5624.934044,7508.591529,9923.091148,11789.89611,12234.15038,12715.11793,13191.35044,13624.44868,14056.93778,15137.68138,16910.37377,19510.01416,22993.78613,25888.9947,28118.68417,12844.55653,13525.69062,13989.30111,14544.65717,15093.74268,15607.08858,16118.54097,16531.79295,57.96335024,61.23740351,63.99186202,66.87950704,69.79137697,72.67492384,76.00697094,79.19913638,81.80890294,84.66045178
PRT,NA,NA,NA,NA,NA,NA,4065,11425,58955,2035,1375,1040,4405,16150,960,560,645,480,250,225,NA,40,40,25,35,0,0,5,15,25,10,115,5,25,40,NA,170
PRY,2140,2655,6295,4895,3330,3050,8710,3775,1930,6980,2630,4320,10330,610,365,65,715,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,0,0,0
QAT,13458.55919,4964.202163,7328.996732,7850.567234,13115.26277,7928.309305,3992.564246,3467.250978,10553.25087,3323.494719,4959.12209,1446.257121,1056.464718,672.3705499,416.7738035,402.9107328,4863.292326,1541.01965,1503.953744,685.3933506,86.5471633,192.434679,228.0480019,260.1068696,492.7155735,1056.84418,3010.241528,1237.234129,1049.908904,2155.7291,1305.613438,1379.454404,987.2778404,1655.65168,863.0275938,652.017647,478.6912786
ROU,291701.7935,771640.5687,106689.6706,61748.1146,67689.14184,372105.528,161779.0772,72417.86984,63087.99477,64652.18986,46722.20071,67218.7174,295210.847,110913.7411,60587.57263,39810.38772,222594.6548,129667.7979,1587.226112,2587.398666,3698.769343,4794.568864,5815.091836,7074.6945,31576.49226,39906.90239,27574.1956,21177.23658,18057.75998,16818.70474,35944.17982,72175.06099,42745.40385,27221.47118,20991.01097,29634.15242,82880.05113
RUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,91850,102245,92850,372315,143360,33150,35600,14370,31075,37140,24000,10360,2900,16455,12220,2270,5735,865,135,505,645,3145,10615,11695,16460,4215,890,3605
RWA,588721.7809,222336.9736,125337.9006,108252.1223,105184.866,286612.8853,85913.28728,39243.2993,36529.62009,54004.60139,39161.42269,109151.7633,64839.76293,51762.97283,200715.985,44333.74654,21530.12962,46420.22003,33483.48486,24411.2177,19632.83715,25337.0526,16775.55598,840.4858395,4310.641514,7220.128,2441.452288,5177.487157,6498.641171,3114.31856,5425.830451,6667.628537,6944.810759,414,2093.655303,4028.56921,145
SAU,335856.8677,310184.1732,427850.5938,284288.132,176602.2905,212535.4561,273595.3545,104060.2644,51728.88138,55574.79524,58600.03855,107137.5728,42416.54076,20121.41927,23665.89775,23386.20029,35526.50009,50035.83969,20188.93832,22405.66744,8239.679762,6152.643653,9768.886892,15639.21135,4597.026894,6873.475468,40208.29138,1650.074212,1971.43127,2670.178807,3314.496184,294,1164,1161.329437,1722.040169,1874.731079,3153.554888
SDN,1641899.295,2807540.833,413402.7913,288352.7603,2963585.509,1130872.679,343847.1315,363776.5281,568984.4413,575393.7925,1123654.307,733751.0126,285532.4341,214986.3948,189820.2004,206817.1999,173019.127,178943.4548,235731.5664,238411.1483,272909.2074,289770.4726,283546.465,232910.6817,74314.36095,72050.94836,61044.6696,67637.11173,69138.48546,90309.76886,149165.45,187559.6012,138762.063,2315,22049.79297,33649.78648,665
SEN,617607.6894,504835.3231,407701.7526,292000.0738,272548.4427,117553.2998,70139.24778,46774.00217,164163.5046,97555.08119,172299.4923,233170.7103,224629.5643,113825.9387,114917.8919,125572.1853,110539.1195,109779.3117,79067.1063,100809.2186,392029.353,282295.5434,84505.40949,726.8519793,8672.213802,14208.28913,5283.481193,13537.23337,26008.96792,26932.67794,21898.74134,22827.71506,23130.61945,991,8272.447524,13230.16608,134.1281401
SGP,3855,9825,3385,12085,680,1090,615,960,730,715,1080,3030,0,795,925,NA,7065,570,325,705,2040,1055,165,480,165,115,75,90,80,250,740,0,0,1280,NA,NA,350
SLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.5758104,819.6550873,888.5017677,1141.396398,86.00566972,4.666743843,27.76803753,1006,235.999363,412.7420112,616.5945443,867.2794509,1013.87117,400.171686,698.2537917,1056.500558,499.1767993,715.2258649,686.023737,71.80642777,75.23776801,25.57805975,2.853732127,3.732141832
SLE,256570.4957,275869.2417,291815.2861,267592.6704,220061.2007,44317.59794,68268.4764,34885.10911,47576.52235,59763.93709,36928.96278,62801.54581,150366.7171,39900.59883,36108.22652,82342.49161,42860.70742,90441.39929,82406.90587,113157.3201,53477.59621,42227.15793,40670.85628,763.7967293,4500.493405,7811.943028,2967.98817,6781.339081,7765.631844,50275.18368,126760.1581,55117.53863,6040.102779,11813.64422,37985.21839,47954.29037,122564.1398
SLV,62770,18320,12035,23875,7065,1390,2025,3935,0,0,0,2545,190,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2285,NA,0,0
SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,35,30,NA,NA,NA,110,NA,0,5,NA,NA,15,0,0,0,0,NA,0,0,0,5,0,0,NA,0,0
SOM,NA,NA,NA,19990.75214,45454.3858,69836.20284,86698.90253,95809.05616,112653.2666,140766.3081,161673.4654,174825.3918,183303.7827,187503.2304,191888.0761,174290.2713,196055.4499,201499.4329,243012.9154,246690.4444,246798.1267,333374.453,351029.046,433737.1477,335755.8519,191681.7972,53208.92311,17298,35009.65821,20793.57951,48526.1543,19456.53204,20375.1171,23039,16538.63251,7298.540088,74510.20583
SRB,104390,69130,64835,101165,126625,70740,43195,33145,80745,24890,4955,10540,83885,4000,2620,2290,23460,4610,1440,190,175,315,75,55,10,10,1005,10,5,100,1850,0,5,175,1915,55,3605
STP,7236.573967,1043.541861,8411.035814,5322.5798,2228.243138,2201.680869,575.4146237,4357.468419,3330.854875,857.0845703,366.2872,320.2620804,3029.079035,12451.45627,1526.185885,578.5228364,377.0376333,918.0007423,1412.743467,20.24014847,100.655282,138.3815582,158.2978102,160.6595152,172.4576585,189.5926895,197.5914141,1.467838538,51.52656715,97.9147956,134.6035888,156.0117048,67.90752713,122.6088094,146.1822104,60.22870774,112.932058
SUR,3580,3235,85,200,550,185,25,340,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,NA,0
SVK,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,1055,2075,2755,145,10,0,3100,2650,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,5,0,35
SVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,50,35,670,1990,40,45,65,5,NA,0,0,0,0,0,0,0,0,0,10,110,10,5,260,90,5,40
SWE,17700,31115,23130,5015,1630,865,NA,190,310,145,125,285,125,105,115,220,310,NA,NA,295,25,45,15,25,65,95,5,125,15,30,130,150,255,140,110,15,205
SWZ,12960,45925,16335,23970,16265,11265,21305,7905,7305,7325,7335,10210,35740,3050,855,11005,3045,900,0,50,245,185,1750,0,0,0,0,5,130,1565,0,0,0,185,0,5,0
SYC,20,1735,1335,95,50,20,10,0,25,65,30,0,0,0,0,10,15,3130,10,NA,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0
SYR,3224.291981,6329.164461,10806.21963,17128.09111,22548.74582,31908.65625,36535.92685,38630.47764,39927.18344,40279.77129,40099.29821,40015.49828,47952.08697,50869.93766,53930.70478,61495.12864,111791.0294,102189.4757,345.422082,375.6872957,401.8935419,538,801,498.9528639,530.3836986,565.7948894,598.9916128,126.6965737,135.8786407,148.1462197,158.968832,183.9464386,740,1289,45,66,737
TCD,NA,5160,6921,12140.73182,25989.94613,36567.75253,46990.01924,55832.76871,80577.03209,99558.93195,212402.7701,278438.747,326222.7456,258182.2315,312622.5804,365872.5408,286382.7074,262650.3586,204285.6293,155180.0343,232192.9498,188321.9566,204071.5318,189745.8167,131367.433,36646.55469,6377.299567,10118.91306,946.4401465,8650,262.0035084,305.1694253,1313,418,118,14.90292669,284.8501948
TGO,169608.7112,157310.0031,139005.363,189847.9604,186681.982,96551.65792,72649.32776,132803.2691,37589.44068,33656.3598,73796.14882,52074.58271,33471.40356,52161.34827,46091.48134,16778.4313,11597.19486,27397.02383,22568.67539,27272.30306,20942.4614,363,3022.39476,3864.188112,840.5924246,2145.618457,3362.939625,5260.542285,2996.391894,4468.382234,2031.547259,4240.516255,6732.270815,1530.701162,2527.002051,3137.83463,490.1250305
THA,774784.3791,887373.3327,1106897.02,1522823.48,1035098.129,648342.0372,1463820.4,1151951.146,522869.7965,998111.4816,851984.3322,326322.3951,587524.6362,1408101.93,437737.4176,216917.233,520275.1713,438048.0749,148445.7654,130316.5687,238954.4309,207844.0557,149356.7517,125776.711,112960.7899,113422.9568,122342.4746,246500.2198,195384.0635,99111.45187,97287.67957,164782.9332,96206.804,51568.51117,22074.69493,21862.83125,54848.90397
TJK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58103.10674,61555.11302,77203.71562,64161.71949,53810.61724,44735.89076,56824.51486,63592.50507,49687.87439,40081.26013,33451.55539,31635.75175,34942.12165,29100.75831,127.1764873,216.8572078,654,466.4187259,619.6135854,3.223856709,15.51506761,46.05805647,93.53250958,158.3853229,216.5073214,287.0711315,430.4475765
TKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,14030,6730,3460,12430,13065,1965,480,1885,5175,2260,565,45,55,5,5,0,240,295,0,0,0,0,0,0,0,0,0,0
TLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,205,1015,450,0,0,50,250,3815,80,20,400,215,10,0
TON,935,95,180,25,2060,1165,0,0,125,325,90,50,0,NA,0,0,5405,180,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
TTO,18005,6420,11960,17780,17745,13300,2205,1940,10850,2555,705,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
TUN,15035,9140,7320,12405,23830,18700,2865,1440,5735,2735,6250,59360,7065,2985,3380,2665,1855,615,505,235,1155,490,110,5,75,15,20,10,5,5,55,240,80,735,80,35,25
TUR,98022.23142,132443.8253,199373.7312,289157.5736,314463.2494,275903.2353,247993.683,241113.4199,284631.9873,278177.8647,325474.1515,366169.0618,451088.7182,451229.6443,412561.112,445049.9901,418485.9048,418649.8718,365604.4153,329702.628,359107.9497,293682.4695,244776.915,8927,6200,1335.427997,1436.045459,1526.881501,1633.593012,1733.012058,1845.148818,1950.573355,7405,2821.526379,2979.194949,3081.83736,3219.665354
TUV,37.60084463,67.65484184,73.1679907,75.72126821,70.39671488,76.77826881,284,84.42657558,83.3888658,75.73835238,81.75682012,85.91722266,89.17188955,86.25191083,78.38546767,73.47203499,66.7634559,61.93733151,0.214405855,1.090531178,1.166001221,1.271801255,1.344387947,1.408346178,1.631866587,0.01505901,0.028294317,0.050552994,0.092664095,0.152013765,0.188421748,0.218799066,0.255447547,0.26790313,0.309458407,0.348296043,0.391796552
